"b_6_2";1;"Norge"
"b_6_2";2;"Sverige eller Danmark"
"b_6_2";3;"Annet europeisk land"
"b_6_2";4;"Asia"
"b_6_2";5;"Australia, New Zealand Canada eller USA"
"b_6_2";6;"Afrika"
"b_6_2";7;"Sør-Amerika"
"b_6_2";8;"Ikke relevant/ vet ikke"
"b_6_3";1;"Norge"
"b_6_3";2;"Sverige eller Danmark"
"b_6_3";3;"Annet europeisk land"
"b_6_3";4;"Asia"
"b_6_3";5;"Australia, New Zealand Canada eller USA"
"b_6_3";6;"Afrika"
"b_6_3";7;"Sør-Amerika"
"b_6_3";8;"Ikke relevant/ vet ikke"
"b_7_1";1;"1"
"b_7_1";2;"2"
"b_7_1";3;"3"
"b_7_1";4;"4"
"b_7_1";5;"5"
"b_7_1";6;"6"
"b_7_1";7;"Ikke fått karakter"
"b_7_2";1;"1"
"b_7_2";2;"2"
"b_7_2";3;"3"
"b_7_2";4;"4"
"b_7_2";5;"5"
"b_7_2";6;"6"
"b_7_2";7;"Ikke fått karakter"
"b_7_3";1;"1"
"b_7_3";2;"2"
"b_7_3";3;"3"
"b_7_3";4;"4"
"b_7_3";5;"5"
"b_7_3";6;"6"
"b_7_3";7;"Ikke fått karakter"
"b_7_4";1;"1"
"b_7_4";2;"2"
"b_7_4";3;"3"
"b_7_4";4;"4"
"b_7_4";5;"5"
"b_7_4";6;"6"
